NIC_Code,NIC_Description,Variable,Year,State,Value
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Nagaland,0.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Nagaland,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Nagaland,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Orissa,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Orissa,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Orissa,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Orissa,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Orissa,4.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Orissa,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Orissa,4.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Orissa,7.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Orissa,5.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Orissa,5.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Orissa,6.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Orissa,6.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Orissa,9.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Orissa,12.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Orissa,4.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Orissa,4.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Orissa,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Orissa,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Orissa,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Orissa,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Orissa,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Orissa,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Orissa,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Orissa,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Orissa,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Orissa,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Orissa,4.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Orissa,5.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Orissa,3.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Orissa,4.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Orissa,6.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Orissa,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Punjab,268.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Punjab,277.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Punjab,210.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Punjab,253.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Punjab,290.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Punjab,320.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Punjab,308.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Punjab,354.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Punjab,351.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Punjab,401.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Punjab,477.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Punjab,496.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Punjab,464.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Punjab,507.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Punjab,431.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Punjab,502.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Punjab,453.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Punjab,503.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Punjab,512.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Punjab,474.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Punjab,513.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Punjab,424.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Punjab,424.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Punjab,452.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Punjab,510.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Punjab,467.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Punjab,549.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Punjab,576.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Punjab,584.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Punjab,819.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Punjab,791.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Punjab,833.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Punjab,747.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Punjab,785.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Punjab,869.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Punjab,837.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Punjab,839.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Punjab,815.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Punjab,826.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Punjab,845.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Punjab,889.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Punjab,971.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Punjab,974.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Rajasthan,21.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Rajasthan,15.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Rajasthan,18.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Rajasthan,13.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Rajasthan,15.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Rajasthan,21.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Rajasthan,19.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Rajasthan,17.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Rajasthan,26.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Rajasthan,3.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Rajasthan,25.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Rajasthan,31.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Rajasthan,47.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Rajasthan,70.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Rajasthan,75.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Rajasthan,62.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Rajasthan,112.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Rajasthan,73.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Rajasthan,72.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Rajasthan,91.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Rajasthan,100.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Rajasthan,121.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Rajasthan,86.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Rajasthan,110.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Rajasthan,107.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Rajasthan,101.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Rajasthan,98.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Rajasthan,90.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Rajasthan,148.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Rajasthan,192.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Rajasthan,187.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Rajasthan,184.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Rajasthan,188.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Rajasthan,180.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Rajasthan,202.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Rajasthan,225.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Rajasthan,275.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Rajasthan,292.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Rajasthan,351.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Rajasthan,387.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Rajasthan,457.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Rajasthan,487.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Rajasthan,537.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Sikkim,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Sikkim,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Tamil Nadu,371.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Tamil Nadu,366.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Tamil Nadu,384.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Tamil Nadu,357.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Tamil Nadu,655.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Tamil Nadu,448.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Tamil Nadu,480.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Tamil Nadu,541.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Tamil Nadu,560.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Tamil Nadu,683.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Tamil Nadu,875.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Tamil Nadu,1160.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Tamil Nadu,1641.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Tamil Nadu,2022.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Tamil Nadu,1817.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Tamil Nadu,1853.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Tamil Nadu,1576.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Tamil Nadu,1638.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Tamil Nadu,1766.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Tamil Nadu,2126.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Tamil Nadu,1654.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Tamil Nadu,2005.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Tamil Nadu,2126.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Tamil Nadu,2334.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Tamil Nadu,2361.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Tamil Nadu,3393.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Tamil Nadu,1585.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Tamil Nadu,2181.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Tamil Nadu,2744.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Tamil Nadu,3937.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Tamil Nadu,3741.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Tamil Nadu,3828.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Tamil Nadu,4057.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Tamil Nadu,4207.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Tamil Nadu,4180.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Tamil Nadu,3995.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Tamil Nadu,4299.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Tamil Nadu,4595.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Tamil Nadu,4825.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Tamil Nadu,4906.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Tamil Nadu,4955.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Tamil Nadu,4964.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Tamil Nadu,5085.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Telangana,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Telangana,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Telangana,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Telangana,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Telangana,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Telangana,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Telangana,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Telangana,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Telangana,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Telangana,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Telangana,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Telangana,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Telangana,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Telangana,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Telangana,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Telangana,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Telangana,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Telangana,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Telangana,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Telangana,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Telangana,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Telangana,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Telangana,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Telangana,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Telangana,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Telangana,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Telangana,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Telangana,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Telangana,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Telangana,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Telangana,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Telangana,65.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Telangana,64.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Telangana,66.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Telangana,69.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Telangana,76.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Telangana,64.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Telangana,62.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Telangana,54.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Telangana,56.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Telangana,33.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Telangana,22.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Telangana,25.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Tripura,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Tripura,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Tripura,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Tripura,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Tripura,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Tripura,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Tripura,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Tripura,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Tripura,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Tripura,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Tripura,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Tripura,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Tripura,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Tripura,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Tripura,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Tripura,4.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Tripura,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Tripura,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Tripura,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Tripura,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Tripura,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Tripura,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Tripura,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Tripura,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Tripura,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Tripura,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Tripura,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Tripura,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Tripura,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Tripura,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Tripura,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Tripura,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Tripura,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Tripura,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Tripura,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Tripura,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Tripura,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Tripura,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Tripura,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Tripura,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Tripura,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Tripura,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Tripura,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Uttar Pradesh,24.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Uttar Pradesh,30.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Uttar Pradesh,35.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Uttar Pradesh,50.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Uttar Pradesh,41.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Uttar Pradesh,64.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Uttar Pradesh,49.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Uttar Pradesh,72.0
