Year,State,Variable_ID,Variable,Value
2004 - 2005,Mizoram,50,Addition Stock Finished,
2004 - 2005,Nagaland,50,Addition Stock Finished,
2004 - 2005,Orissa,50,Addition Stock Finished,3.0
2004 - 2005,Puducherry,50,Addition Stock Finished,
2004 - 2005,Punjab,50,Addition Stock Finished,452.0
2004 - 2005,Rajasthan,50,Addition Stock Finished,110.0
2004 - 2005,Sikkim,50,Addition Stock Finished,
2004 - 2005,Tamil Nadu,50,Addition Stock Finished,2334.0
2004 - 2005,Telangana,50,Addition Stock Finished,
2004 - 2005,Tripura,50,Addition Stock Finished,
2004 - 2005,Uttar Pradesh,50,Addition Stock Finished,302.0
2004 - 2005,Uttarakhand,50,Addition Stock Finished,5.0
2004 - 2005,West Bengal,50,Addition Stock Finished,64.0
2005 - 2006,Andaman & Nicobar Islands,50,Addition Stock Finished,
2005 - 2006,Andhra Pradesh,50,Addition Stock Finished,53.0
2005 - 2006,Arunachal Pradesh,50,Addition Stock Finished,
2005 - 2006,Assam,50,Addition Stock Finished,
2005 - 2006,Bihar,50,Addition Stock Finished,
2005 - 2006,Chandigarh,50,Addition Stock Finished,
2005 - 2006,Chhattisgarh,50,Addition Stock Finished,
2005 - 2006,Dadra & Nagar Haveli,50,Addition Stock Finished,16.0
2005 - 2006,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2005 - 2006,Daman & Diu,50,Addition Stock Finished,32.0
2005 - 2006,Delhi,50,Addition Stock Finished,561.0
2005 - 2006,Goa,50,Addition Stock Finished,
2005 - 2006,"Goa, Daman & Diu",50,Addition Stock Finished,
2005 - 2006,Gujarat,50,Addition Stock Finished,173.0
2005 - 2006,Haryana,50,Addition Stock Finished,245.0
2005 - 2006,Himachal Pradesh,50,Addition Stock Finished,4.0
2005 - 2006,Jammu & Kashmir,50,Addition Stock Finished,9.0
2005 - 2006,Jharkhand,50,Addition Stock Finished,
2005 - 2006,Karnataka,50,Addition Stock Finished,614.0
2005 - 2006,Kerala,50,Addition Stock Finished,35.0
2005 - 2006,Ladakh,50,Addition Stock Finished,
2005 - 2006,Lakshadweep,50,Addition Stock Finished,
2005 - 2006,Madhya Pradesh,50,Addition Stock Finished,22.0
2005 - 2006,Maharashtra,50,Addition Stock Finished,612.0
2005 - 2006,Manipur,50,Addition Stock Finished,
2005 - 2006,Meghalaya,50,Addition Stock Finished,
2005 - 2006,Mizoram,50,Addition Stock Finished,
2005 - 2006,Nagaland,50,Addition Stock Finished,
2005 - 2006,Orissa,50,Addition Stock Finished,
2005 - 2006,Puducherry,50,Addition Stock Finished,
2005 - 2006,Punjab,50,Addition Stock Finished,510.0
2005 - 2006,Rajasthan,50,Addition Stock Finished,107.0
2005 - 2006,Sikkim,50,Addition Stock Finished,
2005 - 2006,Tamil Nadu,50,Addition Stock Finished,2361.0
2005 - 2006,Telangana,50,Addition Stock Finished,
2005 - 2006,Tripura,50,Addition Stock Finished,
2005 - 2006,Uttar Pradesh,50,Addition Stock Finished,423.0
2005 - 2006,Uttarakhand,50,Addition Stock Finished,5.0
2005 - 2006,West Bengal,50,Addition Stock Finished,74.0
2006 - 2007,Andaman & Nicobar Islands,50,Addition Stock Finished,
2006 - 2007,Andhra Pradesh,50,Addition Stock Finished,68.0
2006 - 2007,Arunachal Pradesh,50,Addition Stock Finished,
2006 - 2007,Assam,50,Addition Stock Finished,
2006 - 2007,Bihar,50,Addition Stock Finished,
2006 - 2007,Chandigarh,50,Addition Stock Finished,
2006 - 2007,Chhattisgarh,50,Addition Stock Finished,
2006 - 2007,Dadra & Nagar Haveli,50,Addition Stock Finished,24.0
2006 - 2007,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2006 - 2007,Daman & Diu,50,Addition Stock Finished,28.0
2006 - 2007,Delhi,50,Addition Stock Finished,557.0
2006 - 2007,Goa,50,Addition Stock Finished,
2006 - 2007,"Goa, Daman & Diu",50,Addition Stock Finished,
2006 - 2007,Gujarat,50,Addition Stock Finished,138.0
2006 - 2007,Haryana,50,Addition Stock Finished,299.0
2006 - 2007,Himachal Pradesh,50,Addition Stock Finished,
2006 - 2007,Jammu & Kashmir,50,Addition Stock Finished,10.0
2006 - 2007,Jharkhand,50,Addition Stock Finished,
2006 - 2007,Karnataka,50,Addition Stock Finished,592.0
2006 - 2007,Kerala,50,Addition Stock Finished,36.0
2006 - 2007,Ladakh,50,Addition Stock Finished,
2006 - 2007,Lakshadweep,50,Addition Stock Finished,
2006 - 2007,Madhya Pradesh,50,Addition Stock Finished,23.0
2006 - 2007,Maharashtra,50,Addition Stock Finished,606.0
2006 - 2007,Manipur,50,Addition Stock Finished,
2006 - 2007,Meghalaya,50,Addition Stock Finished,
2006 - 2007,Mizoram,50,Addition Stock Finished,
2006 - 2007,Nagaland,50,Addition Stock Finished,
2006 - 2007,Orissa,50,Addition Stock Finished,
2006 - 2007,Puducherry,50,Addition Stock Finished,
2006 - 2007,Punjab,50,Addition Stock Finished,467.0
2006 - 2007,Rajasthan,50,Addition Stock Finished,101.0
2006 - 2007,Sikkim,50,Addition Stock Finished,
2006 - 2007,Tamil Nadu,50,Addition Stock Finished,3393.0
2006 - 2007,Telangana,50,Addition Stock Finished,
2006 - 2007,Tripura,50,Addition Stock Finished,
2006 - 2007,Uttar Pradesh,50,Addition Stock Finished,397.0
2006 - 2007,Uttarakhand,50,Addition Stock Finished,11.0
2006 - 2007,West Bengal,50,Addition Stock Finished,54.0
2007 - 2008,Andaman & Nicobar Islands,50,Addition Stock Finished,
2007 - 2008,Andhra Pradesh,50,Addition Stock Finished,66.0
2007 - 2008,Arunachal Pradesh,50,Addition Stock Finished,
2007 - 2008,Assam,50,Addition Stock Finished,
2007 - 2008,Bihar,50,Addition Stock Finished,
2007 - 2008,Chandigarh,50,Addition Stock Finished,
2007 - 2008,Chhattisgarh,50,Addition Stock Finished,
2007 - 2008,Dadra & Nagar Haveli,50,Addition Stock Finished,13.0
2007 - 2008,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2007 - 2008,Daman & Diu,50,Addition Stock Finished,21.0
2007 - 2008,Delhi,50,Addition Stock Finished,518.0
2007 - 2008,Goa,50,Addition Stock Finished,
2007 - 2008,"Goa, Daman & Diu",50,Addition Stock Finished,
2007 - 2008,Gujarat,50,Addition Stock Finished,253.0
2007 - 2008,Haryana,50,Addition Stock Finished,315.0
2007 - 2008,Himachal Pradesh,50,Addition Stock Finished,7.0
2007 - 2008,Jammu & Kashmir,50,Addition Stock Finished,5.0
2007 - 2008,Jharkhand,50,Addition Stock Finished,
2007 - 2008,Karnataka,50,Addition Stock Finished,608.0
2007 - 2008,Kerala,50,Addition Stock Finished,36.0
2007 - 2008,Ladakh,50,Addition Stock Finished,
2007 - 2008,Lakshadweep,50,Addition Stock Finished,
2007 - 2008,Madhya Pradesh,50,Addition Stock Finished,36.0
2007 - 2008,Maharashtra,50,Addition Stock Finished,572.0
2007 - 2008,Manipur,50,Addition Stock Finished,
2007 - 2008,Meghalaya,50,Addition Stock Finished,
2007 - 2008,Mizoram,50,Addition Stock Finished,
2007 - 2008,Nagaland,50,Addition Stock Finished,
2007 - 2008,Orissa,50,Addition Stock Finished,
2007 - 2008,Puducherry,50,Addition Stock Finished,
2007 - 2008,Punjab,50,Addition Stock Finished,549.0
2007 - 2008,Rajasthan,50,Addition Stock Finished,98.0
2007 - 2008,Sikkim,50,Addition Stock Finished,
2007 - 2008,Tamil Nadu,50,Addition Stock Finished,1585.0
2007 - 2008,Telangana,50,Addition Stock Finished,
2007 - 2008,Tripura,50,Addition Stock Finished,
2007 - 2008,Uttar Pradesh,50,Addition Stock Finished,357.0
2007 - 2008,Uttarakhand,50,Addition Stock Finished,9.0
2007 - 2008,West Bengal,50,Addition Stock Finished,71.0
2008 - 2009,Andaman & Nicobar Islands,50,Addition Stock Finished,
2008 - 2009,Andhra Pradesh,50,Addition Stock Finished,57.0
2008 - 2009,Arunachal Pradesh,50,Addition Stock Finished,
2008 - 2009,Assam,50,Addition Stock Finished,8.0
2008 - 2009,Bihar,50,Addition Stock Finished,
2008 - 2009,Chandigarh,50,Addition Stock Finished,
2008 - 2009,Chhattisgarh,50,Addition Stock Finished,
2008 - 2009,Dadra & Nagar Haveli,50,Addition Stock Finished,8.0
2008 - 2009,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2008 - 2009,Daman & Diu,50,Addition Stock Finished,17.0
2008 - 2009,Delhi,50,Addition Stock Finished,481.0
2008 - 2009,Goa,50,Addition Stock Finished,
2008 - 2009,"Goa, Daman & Diu",50,Addition Stock Finished,
2008 - 2009,Gujarat,50,Addition Stock Finished,184.0
2008 - 2009,Haryana,50,Addition Stock Finished,301.0
2008 - 2009,Himachal Pradesh,50,Addition Stock Finished,5.0
2008 - 2009,Jammu & Kashmir,50,Addition Stock Finished,6.0
2008 - 2009,Jharkhand,50,Addition Stock Finished,
2008 - 2009,Karnataka,50,Addition Stock Finished,561.0
2008 - 2009,Kerala,50,Addition Stock Finished,44.0
2008 - 2009,Ladakh,50,Addition Stock Finished,
2008 - 2009,Lakshadweep,50,Addition Stock Finished,
2008 - 2009,Madhya Pradesh,50,Addition Stock Finished,25.0
2008 - 2009,Maharashtra,50,Addition Stock Finished,711.0
2008 - 2009,Manipur,50,Addition Stock Finished,
2008 - 2009,Meghalaya,50,Addition Stock Finished,
2008 - 2009,Mizoram,50,Addition Stock Finished,
2008 - 2009,Nagaland,50,Addition Stock Finished,
2008 - 2009,Orissa,50,Addition Stock Finished,
2008 - 2009,Puducherry,50,Addition Stock Finished,4.0
2008 - 2009,Punjab,50,Addition Stock Finished,576.0
2008 - 2009,Rajasthan,50,Addition Stock Finished,90.0
2008 - 2009,Sikkim,50,Addition Stock Finished,
2008 - 2009,Tamil Nadu,50,Addition Stock Finished,2181.0
2008 - 2009,Telangana,50,Addition Stock Finished,
2008 - 2009,Tripura,50,Addition Stock Finished,
2008 - 2009,Uttar Pradesh,50,Addition Stock Finished,426.0
2008 - 2009,Uttarakhand,50,Addition Stock Finished,9.0
2008 - 2009,West Bengal,50,Addition Stock Finished,63.0
2009 - 2010,Andaman & Nicobar Islands,50,Addition Stock Finished,
2009 - 2010,Andhra Pradesh,50,Addition Stock Finished,62.0
2009 - 2010,Arunachal Pradesh,50,Addition Stock Finished,
2009 - 2010,Assam,50,Addition Stock Finished,4.0
2009 - 2010,Bihar,50,Addition Stock Finished,
2009 - 2010,Chandigarh,50,Addition Stock Finished,
2009 - 2010,Chhattisgarh,50,Addition Stock Finished,
2009 - 2010,Dadra & Nagar Haveli,50,Addition Stock Finished,6.0
2009 - 2010,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2009 - 2010,Daman & Diu,50,Addition Stock Finished,15.0
2009 - 2010,Delhi,50,Addition Stock Finished,424.0
2009 - 2010,Goa,50,Addition Stock Finished,
2009 - 2010,"Goa, Daman & Diu",50,Addition Stock Finished,
2009 - 2010,Gujarat,50,Addition Stock Finished,187.0
2009 - 2010,Haryana,50,Addition Stock Finished,353.0
2009 - 2010,Himachal Pradesh,50,Addition Stock Finished,3.0
2009 - 2010,Jammu & Kashmir,50,Addition Stock Finished,4.0
2009 - 2010,Jharkhand,50,Addition Stock Finished,5.0
2009 - 2010,Karnataka,50,Addition Stock Finished,475.0
2009 - 2010,Kerala,50,Addition Stock Finished,23.0
2009 - 2010,Ladakh,50,Addition Stock Finished,
2009 - 2010,Lakshadweep,50,Addition Stock Finished,
2009 - 2010,Madhya Pradesh,50,Addition Stock Finished,13.0
2009 - 2010,Maharashtra,50,Addition Stock Finished,557.0
2009 - 2010,Manipur,50,Addition Stock Finished,
2009 - 2010,Meghalaya,50,Addition Stock Finished,
2009 - 2010,Mizoram,50,Addition Stock Finished,
2009 - 2010,Nagaland,50,Addition Stock Finished,
2009 - 2010,Orissa,50,Addition Stock Finished,
2009 - 2010,Puducherry,50,Addition Stock Finished,4.0
2009 - 2010,Punjab,50,Addition Stock Finished,584.0
2009 - 2010,Rajasthan,50,Addition Stock Finished,148.0
2009 - 2010,Sikkim,50,Addition Stock Finished,
2009 - 2010,Tamil Nadu,50,Addition Stock Finished,2744.0
2009 - 2010,Telangana,50,Addition Stock Finished,
2009 - 2010,Tripura,50,Addition Stock Finished,
2009 - 2010,Uttar Pradesh,50,Addition Stock Finished,414.0
2009 - 2010,Uttarakhand,50,Addition Stock Finished,14.0
2009 - 2010,West Bengal,50,Addition Stock Finished,98.0
2010 - 2011,Andaman & Nicobar Islands,50,Addition Stock Finished,
2010 - 2011,Andhra Pradesh,50,Addition Stock Finished,93.0
2010 - 2011,Arunachal Pradesh,50,Addition Stock Finished,
2010 - 2011,Assam,50,Addition Stock Finished,4.0
2010 - 2011,Bihar,50,Addition Stock Finished,
2010 - 2011,Chandigarh,50,Addition Stock Finished,
2010 - 2011,Chhattisgarh,50,Addition Stock Finished,
2010 - 2011,Dadra & Nagar Haveli,50,Addition Stock Finished,8.0
2010 - 2011,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2010 - 2011,Daman & Diu,50,Addition Stock Finished,29.0
2010 - 2011,Delhi,50,Addition Stock Finished,656.0
2010 - 2011,Goa,50,Addition Stock Finished,
2010 - 2011,"Goa, Daman & Diu",50,Addition Stock Finished,
2010 - 2011,Gujarat,50,Addition Stock Finished,290.0
2010 - 2011,Haryana,50,Addition Stock Finished,488.0
2010 - 2011,Himachal Pradesh,50,Addition Stock Finished,19.0
2010 - 2011,Jammu & Kashmir,50,Addition Stock Finished,4.0
2010 - 2011,Jharkhand,50,Addition Stock Finished,
2010 - 2011,Karnataka,50,Addition Stock Finished,673.0
2010 - 2011,Kerala,50,Addition Stock Finished,29.0
2010 - 2011,Ladakh,50,Addition Stock Finished,
2010 - 2011,Lakshadweep,50,Addition Stock Finished,
2010 - 2011,Madhya Pradesh,50,Addition Stock Finished,33.0
2010 - 2011,Maharashtra,50,Addition Stock Finished,1104.0
2010 - 2011,Manipur,50,Addition Stock Finished,
2010 - 2011,Meghalaya,50,Addition Stock Finished,
2010 - 2011,Mizoram,50,Addition Stock Finished,
2010 - 2011,Nagaland,50,Addition Stock Finished,
2010 - 2011,Orissa,50,Addition Stock Finished,
2010 - 2011,Puducherry,50,Addition Stock Finished,3.0
2010 - 2011,Punjab,50,Addition Stock Finished,819.0
2010 - 2011,Rajasthan,50,Addition Stock Finished,192.0
2010 - 2011,Sikkim,50,Addition Stock Finished,
2010 - 2011,Tamil Nadu,50,Addition Stock Finished,3937.0
2010 - 2011,Telangana,50,Addition Stock Finished,
2010 - 2011,Tripura,50,Addition Stock Finished,
2010 - 2011,Uttar Pradesh,50,Addition Stock Finished,717.0
2010 - 2011,Uttarakhand,50,Addition Stock Finished,14.0
2010 - 2011,West Bengal,50,Addition Stock Finished,106.0
2011 - 2012,Andaman & Nicobar Islands,50,Addition Stock Finished,
2011 - 2012,Andhra Pradesh,50,Addition Stock Finished,115.0
2011 - 2012,Arunachal Pradesh,50,Addition Stock Finished,
2011 - 2012,Assam,50,Addition Stock Finished,4.0
2011 - 2012,Bihar,50,Addition Stock Finished,9.0
2011 - 2012,Chandigarh,50,Addition Stock Finished,
2011 - 2012,Chhattisgarh,50,Addition Stock Finished,
2011 - 2012,Dadra & Nagar Haveli,50,Addition Stock Finished,8.0
2011 - 2012,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2011 - 2012,Daman & Diu,50,Addition Stock Finished,29.0
2011 - 2012,Delhi,50,Addition Stock Finished,631.0
2011 - 2012,Goa,50,Addition Stock Finished,
2011 - 2012,"Goa, Daman & Diu",50,Addition Stock Finished,
2011 - 2012,Gujarat,50,Addition Stock Finished,322.0
2011 - 2012,Haryana,50,Addition Stock Finished,475.0
2011 - 2012,Himachal Pradesh,50,Addition Stock Finished,15.0
2011 - 2012,Jammu & Kashmir,50,Addition Stock Finished,5.0
2011 - 2012,Jharkhand,50,Addition Stock Finished,
2011 - 2012,Karnataka,50,Addition Stock Finished,767.0
2011 - 2012,Kerala,50,Addition Stock Finished,61.0
2011 - 2012,Ladakh,50,Addition Stock Finished,
2011 - 2012,Lakshadweep,50,Addition Stock Finished,
2011 - 2012,Madhya Pradesh,50,Addition Stock Finished,26.0
2011 - 2012,Maharashtra,50,Addition Stock Finished,1105.0
2011 - 2012,Manipur,50,Addition Stock Finished,
2011 - 2012,Meghalaya,50,Addition Stock Finished,
2011 - 2012,Mizoram,50,Addition Stock Finished,
2011 - 2012,Nagaland,50,Addition Stock Finished,
2011 - 2012,Orissa,50,Addition Stock Finished,3.0
2011 - 2012,Puducherry,50,Addition Stock Finished,4.0
2011 - 2012,Punjab,50,Addition Stock Finished,791.0
2011 - 2012,Rajasthan,50,Addition Stock Finished,187.0
2011 - 2012,Sikkim,50,Addition Stock Finished,
2011 - 2012,Tamil Nadu,50,Addition Stock Finished,3741.0
2011 - 2012,Telangana,50,Addition Stock Finished,
2011 - 2012,Tripura,50,Addition Stock Finished,
2011 - 2012,Uttar Pradesh,50,Addition Stock Finished,745.0
2011 - 2012,Uttarakhand,50,Addition Stock Finished,12.0
2011 - 2012,West Bengal,50,Addition Stock Finished,108.0
2012 - 2013,Andaman & Nicobar Islands,50,Addition Stock Finished,
2012 - 2013,Andhra Pradesh,50,Addition Stock Finished,55.0
2012 - 2013,Arunachal Pradesh,50,Addition Stock Finished,
2012 - 2013,Assam,50,Addition Stock Finished,5.0
2012 - 2013,Bihar,50,Addition Stock Finished,5.0
2012 - 2013,Chandigarh,50,Addition Stock Finished,
2012 - 2013,Chhattisgarh,50,Addition Stock Finished,
2012 - 2013,Dadra & Nagar Haveli,50,Addition Stock Finished,6.0
2012 - 2013,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2012 - 2013,Daman & Diu,50,Addition Stock Finished,29.0
2012 - 2013,Delhi,50,Addition Stock Finished,603.0
2012 - 2013,Goa,50,Addition Stock Finished,
2012 - 2013,"Goa, Daman & Diu",50,Addition Stock Finished,
2012 - 2013,Gujarat,50,Addition Stock Finished,300.0
2012 - 2013,Haryana,50,Addition Stock Finished,472.0
2012 - 2013,Himachal Pradesh,50,Addition Stock Finished,16.0
2012 - 2013,Jammu & Kashmir,50,Addition Stock Finished,9.0
2012 - 2013,Jharkhand,50,Addition Stock Finished,
2012 - 2013,Karnataka,50,Addition Stock Finished,785.0
2012 - 2013,Kerala,50,Addition Stock Finished,47.0
2012 - 2013,Ladakh,50,Addition Stock Finished,
2012 - 2013,Lakshadweep,50,Addition Stock Finished,
2012 - 2013,Madhya Pradesh,50,Addition Stock Finished,31.0
2012 - 2013,Maharashtra,50,Addition Stock Finished,1092.0
2012 - 2013,Manipur,50,Addition Stock Finished,
2012 - 2013,Meghalaya,50,Addition Stock Finished,
2012 - 2013,Mizoram,50,Addition Stock Finished,
2012 - 2013,Nagaland,50,Addition Stock Finished,
2012 - 2013,Orissa,50,Addition Stock Finished,
2012 - 2013,Puducherry,50,Addition Stock Finished,5.0
2012 - 2013,Punjab,50,Addition Stock Finished,833.0
2012 - 2013,Rajasthan,50,Addition Stock Finished,184.0
2012 - 2013,Sikkim,50,Addition Stock Finished,
2012 - 2013,Tamil Nadu,50,Addition Stock Finished,3828.0
2012 - 2013,Telangana,50,Addition Stock Finished,65.0
2012 - 2013,Tripura,50,Addition Stock Finished,
2012 - 2013,Uttar Pradesh,50,Addition Stock Finished,745.0
2012 - 2013,Uttarakhand,50,Addition Stock Finished,10.0
2012 - 2013,West Bengal,50,Addition Stock Finished,133.0
2013 - 2014,Andaman & Nicobar Islands,50,Addition Stock Finished,
2013 - 2014,Andhra Pradesh,50,Addition Stock Finished,64.0
2013 - 2014,Arunachal Pradesh,50,Addition Stock Finished,
2013 - 2014,Assam,50,Addition Stock Finished,4.0
2013 - 2014,Bihar,50,Addition Stock Finished,4.0
2013 - 2014,Chandigarh,50,Addition Stock Finished,
2013 - 2014,Chhattisgarh,50,Addition Stock Finished,
2013 - 2014,Dadra & Nagar Haveli,50,Addition Stock Finished,6.0
2013 - 2014,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2013 - 2014,Daman & Diu,50,Addition Stock Finished,22.0
2013 - 2014,Delhi,50,Addition Stock Finished,589.0
2013 - 2014,Goa,50,Addition Stock Finished,
2013 - 2014,"Goa, Daman & Diu",50,Addition Stock Finished,
2013 - 2014,Gujarat,50,Addition Stock Finished,285.0
2013 - 2014,Haryana,50,Addition Stock Finished,439.0
2013 - 2014,Himachal Pradesh,50,Addition Stock Finished,12.0
2013 - 2014,Jammu & Kashmir,50,Addition Stock Finished,9.0
2013 - 2014,Jharkhand,50,Addition Stock Finished,
2013 - 2014,Karnataka,50,Addition Stock Finished,844.0
2013 - 2014,Kerala,50,Addition Stock Finished,46.0
2013 - 2014,Ladakh,50,Addition Stock Finished,
2013 - 2014,Lakshadweep,50,Addition Stock Finished,
2013 - 2014,Madhya Pradesh,50,Addition Stock Finished,34.0
2013 - 2014,Maharashtra,50,Addition Stock Finished,1045.0
2013 - 2014,Manipur,50,Addition Stock Finished,
2013 - 2014,Meghalaya,50,Addition Stock Finished,
2013 - 2014,Mizoram,50,Addition Stock Finished,
2013 - 2014,Nagaland,50,Addition Stock Finished,
2013 - 2014,Orissa,50,Addition Stock Finished,3.0
2013 - 2014,Puducherry,50,Addition Stock Finished,5.0
2013 - 2014,Punjab,50,Addition Stock Finished,747.0
2013 - 2014,Rajasthan,50,Addition Stock Finished,188.0
2013 - 2014,Sikkim,50,Addition Stock Finished,
2013 - 2014,Tamil Nadu,50,Addition Stock Finished,4057.0
2013 - 2014,Telangana,50,Addition Stock Finished,64.0
2013 - 2014,Tripura,50,Addition Stock Finished,
2013 - 2014,Uttar Pradesh,50,Addition Stock Finished,839.0
2013 - 2014,Uttarakhand,50,Addition Stock Finished,15.0
2013 - 2014,West Bengal,50,Addition Stock Finished,202.0
2014 - 2015,Andaman & Nicobar Islands,50,Addition Stock Finished,
2014 - 2015,Andhra Pradesh,50,Addition Stock Finished,55.0
2014 - 2015,Arunachal Pradesh,50,Addition Stock Finished,
2014 - 2015,Assam,50,Addition Stock Finished,4.0
2014 - 2015,Bihar,50,Addition Stock Finished,6.0
2014 - 2015,Chandigarh,50,Addition Stock Finished,
2014 - 2015,Chhattisgarh,50,Addition Stock Finished,
2014 - 2015,Dadra & Nagar Haveli,50,Addition Stock Finished,7.0
2014 - 2015,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2014 - 2015,Daman & Diu,50,Addition Stock Finished,36.0
2014 - 2015,Delhi,50,Addition Stock Finished,557.0
2014 - 2015,Goa,50,Addition Stock Finished,
2014 - 2015,"Goa, Daman & Diu",50,Addition Stock Finished,
2014 - 2015,Gujarat,50,Addition Stock Finished,325.0
2014 - 2015,Haryana,50,Addition Stock Finished,503.0
2014 - 2015,Himachal Pradesh,50,Addition Stock Finished,6.0
2014 - 2015,Jammu & Kashmir,50,Addition Stock Finished,9.0
2014 - 2015,Jharkhand,50,Addition Stock Finished,
2014 - 2015,Karnataka,50,Addition Stock Finished,877.0
2014 - 2015,Kerala,50,Addition Stock Finished,37.0
2014 - 2015,Ladakh,50,Addition Stock Finished,
2014 - 2015,Lakshadweep,50,Addition Stock Finished,
2014 - 2015,Madhya Pradesh,50,Addition Stock Finished,45.0
2014 - 2015,Maharashtra,50,Addition Stock Finished,1042.0
2014 - 2015,Manipur,50,Addition Stock Finished,
2014 - 2015,Meghalaya,50,Addition Stock Finished,
2014 - 2015,Mizoram,50,Addition Stock Finished,
2014 - 2015,Nagaland,50,Addition Stock Finished,
2014 - 2015,Orissa,50,Addition Stock Finished,3.0
2014 - 2015,Puducherry,50,Addition Stock Finished,4.0
2014 - 2015,Punjab,50,Addition Stock Finished,785.0
2014 - 2015,Rajasthan,50,Addition Stock Finished,180.0
2014 - 2015,Sikkim,50,Addition Stock Finished,
2014 - 2015,Tamil Nadu,50,Addition Stock Finished,4207.0
2014 - 2015,Telangana,50,Addition Stock Finished,66.0
2014 - 2015,Tripura,50,Addition Stock Finished,
2014 - 2015,Uttar Pradesh,50,Addition Stock Finished,899.0
2014 - 2015,Uttarakhand,50,Addition Stock Finished,12.0
2014 - 2015,West Bengal,50,Addition Stock Finished,192.0
2015 - 2016,Andaman & Nicobar Islands,50,Addition Stock Finished,
2015 - 2016,Andhra Pradesh,50,Addition Stock Finished,55.0
2015 - 2016,Arunachal Pradesh,50,Addition Stock Finished,
2015 - 2016,Assam,50,Addition Stock Finished,5.0
2015 - 2016,Bihar,50,Addition Stock Finished,5.0
2015 - 2016,Chandigarh,50,Addition Stock Finished,
2015 - 2016,Chhattisgarh,50,Addition Stock Finished,7.0
2015 - 2016,Dadra & Nagar Haveli,50,Addition Stock Finished,6.0
2015 - 2016,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2015 - 2016,Daman & Diu,50,Addition Stock Finished,29.0
2015 - 2016,Delhi,50,Addition Stock Finished,555.0
2015 - 2016,Goa,50,Addition Stock Finished,3.0
2015 - 2016,"Goa, Daman & Diu",50,Addition Stock Finished,
2015 - 2016,Gujarat,50,Addition Stock Finished,351.0
2015 - 2016,Haryana,50,Addition Stock Finished,505.0
2015 - 2016,Himachal Pradesh,50,Addition Stock Finished,12.0
2015 - 2016,Jammu & Kashmir,50,Addition Stock Finished,12.0
2015 - 2016,Jharkhand,50,Addition Stock Finished,
2015 - 2016,Karnataka,50,Addition Stock Finished,944.0
2015 - 2016,Kerala,50,Addition Stock Finished,34.0
2015 - 2016,Ladakh,50,Addition Stock Finished,
2015 - 2016,Lakshadweep,50,Addition Stock Finished,
2015 - 2016,Madhya Pradesh,50,Addition Stock Finished,38.0
2015 - 2016,Maharashtra,50,Addition Stock Finished,1054.0
2015 - 2016,Manipur,50,Addition Stock Finished,
2015 - 2016,Meghalaya,50,Addition Stock Finished,
2015 - 2016,Mizoram,50,Addition Stock Finished,
2015 - 2016,Nagaland,50,Addition Stock Finished,
2015 - 2016,Orissa,50,Addition Stock Finished,3.0
2015 - 2016,Puducherry,50,Addition Stock Finished,4.0
2015 - 2016,Punjab,50,Addition Stock Finished,869.0
2015 - 2016,Rajasthan,50,Addition Stock Finished,202.0
2015 - 2016,Sikkim,50,Addition Stock Finished,
2015 - 2016,Tamil Nadu,50,Addition Stock Finished,4180.0
2015 - 2016,Telangana,50,Addition Stock Finished,69.0
2015 - 2016,Tripura,50,Addition Stock Finished,
2015 - 2016,Uttar Pradesh,50,Addition Stock Finished,995.0
2015 - 2016,Uttarakhand,50,Addition Stock Finished,10.0
2015 - 2016,West Bengal,50,Addition Stock Finished,249.0
2016 - 2017,Andaman & Nicobar Islands,50,Addition Stock Finished,
2016 - 2017,Andhra Pradesh,50,Addition Stock Finished,78.0
2016 - 2017,Arunachal Pradesh,50,Addition Stock Finished,
2016 - 2017,Assam,50,Addition Stock Finished,4.0
2016 - 2017,Bihar,50,Addition Stock Finished,4.0
2016 - 2017,Chandigarh,50,Addition Stock Finished,
2016 - 2017,Chhattisgarh,50,Addition Stock Finished,7.0
2016 - 2017,Dadra & Nagar Haveli,50,Addition Stock Finished,7.0
2016 - 2017,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2016 - 2017,Daman & Diu,50,Addition Stock Finished,28.0
2016 - 2017,Delhi,50,Addition Stock Finished,466.0
2016 - 2017,Goa,50,Addition Stock Finished,3.0
2016 - 2017,"Goa, Daman & Diu",50,Addition Stock Finished,
2016 - 2017,Gujarat,50,Addition Stock Finished,397.0
2016 - 2017,Haryana,50,Addition Stock Finished,496.0
2016 - 2017,Himachal Pradesh,50,Addition Stock Finished,12.0
2016 - 2017,Jammu & Kashmir,50,Addition Stock Finished,11.0
